Days of the week,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rural Districts of Isfahan Province,Shahreza County,Shahreza County geography stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towns in Western Australia,Wheatbelt (Western Australia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432 deaths,15th-century monarchs in Asia,15th century in Lan Xang,Kings of Lan Xang,Laos stubs,Laotian Theravada Buddhists,Laotian people stubs,Southeast Asian history stubs,Southeast Asian royalty stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populated places in Zarand County,Zarand County geography stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 establishments in Ukraine,2014 disestablishments in Ukraine,Association football clubs disestablished in 2014,Association football clubs established in 1939,Defunct football clubs in Ukraine,Football clubs in Donetsk Oblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990s comedy films,1995 films,American comedy films,American film remakes,American films,Boarding school films,English-language films,Films about educators,Films about the United States Marine Corps,Films directed by Nick Castle,Films set in Virginia,Films shot in Virginia,Military humor in film,Universal Pictures films,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 elections in the United Kingdom,1940 in England,20th century in Nottingham,By-elections to the Parliament of the United Kingdom in Nottinghamshire constituencies,Elections in Nottingham,July 1940 events,Unopposed by-elections to the Parliament of the United Kingdom (need citation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007 in England,2007 murders in the United Kingdom,21st century in Bedfordshire,Deaths by stabbing in England,June 2007 events,Luton,Murder in Bedfordshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endemic fauna of Uganda,Insects of Uganda,Moths of Africa,Phyllocnistis,Phyllocnistis stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lists of county governors of Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010 London Borough council elections,May 2010 events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government buildings completed in 1914,Historic American Buildings Survey in North Dakota,History museums in North Dakota,"Museums in McKenzie County, North Dakota","National Register of Historic Places in McKenzie County, North Dakota",Post office buildings on the National Register of Historic Places in North Dakota,Ukrainian-American culture in North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contra Costa County, California geography stubs","Geography of Richmond, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistani railway station stubs,Railway stations in Nankana Sahib District,Railway stations on Shorkot–Sheikhupura line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 births,20th-century Polish criminals,Candidates for President of Poland,Eastern Orthodox Christians from Poland,Living people,Members of the Polish Sejm 1993–1997,Members of the Polish Sejm 1997–2001,People from Pruszków,Polish Socialist Party politicians,Polish people of Italian descent,Polish people of Russian descent,Polish politician stubs,Polish socialists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diptera of Africa,Dolichopodidae genera,Dolichopodidae stubs,Dolichopodinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cypriniformes stubs,Fish of Asia,Seminemacheilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings and structures in Centre-du-Québec,Canadian ice hockey venue stubs,Desjardins Group,Indoor arenas in Quebec,Indoor ice hockey venues in Canada,Quebec Major Junior Hockey League arenas,Sport in Victoriaville,Sports venues in Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountains of North Gyeongsang Province,Mountains of South Korea,South Korea geography stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English given names,Given names,Irish feminine given names,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacteria genera,Clostridiaceae,Firmicutes stubs,Monotypic bacteria genera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913 in sports,Sports by year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959 births,21st-century American politicians,American construction businesspeople,Auburn University alumni,Businesspeople from Tennessee,Governors of Tennessee,Living people,"People from Franklin, Tennessee",Republican Party state governors of the United States,Tennessee Republicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954 births,American crime fiction writers,Antioch University alumni,Colorado lawyers,Living people,North Carolina State University alumni,"People from Washington, D.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964 births,21st-century Belgian politicians,Commanders of the Order of Leopold II,Government ministers of Belgium,Living people,MEPs for Belgium 2019–2024,Mouvement Réformateur politicians,People from Liège,Recipients of the Order of Merit of the Republic of Hungary,"Recipients of the Order of the Cross of Terra Mariana, 1st Class",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings and structures in Toodyay,"Stirling Terrace, Toodyay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011 Philippine television seasons,Pilipinas Got Talent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010s drama films,2010s gang films,2011 films,Directorial debut films,German-language films,German drama films,German films,Skinhead films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973 births,Cuban female fencers,Cuban fencing biography stubs,Fencers at the 1995 Pan American Games,Fencers at the 1996 Summer Olympics,Living people,Olympic fencers of Cuba,Pan American Games medalists in fencing,Pan American Games silver medalists for Cuba,People from Cienfuegos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Béla Fleck albums,Marcus Roberts albums,Rounder Records albums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experimental and prototype high-speed trains,Experimental locomotives,Gas turbine locomotives,High-speed trains of France,Hovertrains,Linear induction motors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000s techno album stubs,2005 remix albums,Alec Empire albums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011 Intercontinental Le Mans Cup season,2011 in motorsport,Intercontinental Le Mans Cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884 births,1967 deaths,20th-century American inventors,American male sport shooters,American people of Swedish descent,Firearm designers,Weapons scientists and engineers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karaj County geography stubs,Populated places in Karaj County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21st-century French women politicians,Deputies of the 15th National Assembly of the French Fifth Republic,French politician stubs,La République En Marche politicians,Living people,Women members of the National Assembly (France),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chautauqua County, New York",Sheriffs' departments of New York (state),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970 births,American women's basketball coaches,Appalachian State Mountaineers women's basketball coaches,California University of Pennsylvania,Living people,Slippery Rock University of Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966 debut albums,Charly Records albums,Fuel 2000 albums,International Artists albums,Radar Records albums,The 13th Floor Elevators albums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952 births,Iraqi Islamists,Iraqi grand ayatollahs,Iraqi people stubs,Islamic biography stubs,Living people,Shia Islamists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839 births,1924 deaths,19th-century French singers,19th-century male singers,Conservatoire de Paris alumni,Fonotipia Records artists,French male singers,French operatic tenors,People from Toulouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puławy County geography stubs,Villages in Puławy County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918 establishments in England,2000 disestablishments in England,Defunct schools in Blackpool,Educational institutions disestablished in 2000,Educational institutions established in 1918,Grade II listed buildings in Lancashire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cossidae genera,Cossoidea stubs,Monotypic moth genera,Moths of Africa,Politzariellinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932 births,English male poets,Living people,Yokohama National University faculty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commercial buildings on the National Register of Historic Places in Vermont,"National Register of Historic Places in Burlington, Vermont",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980 births,21st-century Canadian male writers,21st-century Canadian novelists,Canadian magazine editors,Canadian magazine writers,Canadian male non-fiction writers,Canadian male novelists,Canadian non-fiction writers,Canadian writer stubs,Canadian writers of young adult literature,Gay writers,Governor General's Award-winning non-fiction writers,LGBT journalists from Canada,LGBT novelists,LGBT writers from Canada,Living people,Writers from Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Culture in Abu Dhabi,History of Abu Dhabi (emirate),Philately of the United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 births,Association football forwards,Athletic Bilbao footballers,Basque footballers,CD Mirandés footballers,CD Numancia players,Córdoba CF players,La Liga players,Living people,Real Sociedad B footballers,Real Sociedad footballers,Segunda División B players,Segunda División players,Spanish footballers,Sportspeople from San Sebastián,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anime and manga characters who use magic,Clamp characters,Comics characters introduced in 2003,Female characters in anime and manga,Fictional clones,Fictional princesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996 in Mexican sports,Mexico at the Summer Olympics by year,Nations at the 1996 Summer Olympics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990s song stubs,1995 songs,Danish music stubs,Songs written by Larry Pignagnoli,Whigfield songs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010 songs,2011 singles,Elena Gheorghe songs,Ultra Music singles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohr County geography stubs,Populated places in Mohr County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseball season stubs,Eastern League seasons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843 births,1875 deaths,19th-century Serbian dramatists and playwrights,People from Novi Sad,Serbian dramatists and playwrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717 births,1801 deaths,"Bute County, North Carolina",Members of the North Carolina House of Representatives,Members of the North Carolina Provincial Congresses,North Carolina Council of State,North Carolina militiamen in the American Revolution,"People from Granville County, North Carolina","People from Vance County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934 births,Australian Labor Party members of the Parliament of Victoria,Living people,Members of the Order of Australia,Members of the Victorian Legislative Assembly,People from London,Women members of the Victorian Legislative Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American film company stubs,Companies based in Boston,Film distributors of the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle Tennessee geography stubs,"Unincorporated communities in Smith County, Tennessee",Unincorporated communities in Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823 births,1896 deaths,19th-century American architects,American architect stubs,"Architects from New Haven, Connecticut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918 births,2007 deaths,20th-century British judges,20th-century Welsh educators,20th-century Welsh lawyers,21st-century British judges,British Army personnel of World War II,British Army recipients of the Victoria Cross,British World War II recipients of the Victoria Cross,Deputy Lieutenants of Glamorgan,Duke of Cornwall's Light Infantry soldiers,Family Division judges,Knights Bachelor,Knights Grand Cross of the Order of the British Empire,Knights of Justice of the Order of St John,Lords Justices of Appeal,Members of the Privy Council of the United Kingdom,Operation Overlord people,People educated at Pontypridd High School,People from Caerphilly,Queen's Counsel 1901–2000,Wales Rugby Union officials,Welch Regiment officers,Welsh Queen's Counsel,Welsh judges,Welsh recipients of the Victoria Cross,Welsh schoolteachers,,,,,,,,,,,,,,,
American Indian relics,Art and cultural repatriation,Ghost Dance movement,Native American clothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Viticultural Areas,New York (state) wine,Niagara Escarpment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastropods described in 1938,Onchidorididae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage registers in South Africa,South African heritage resources,South African heritage sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953 births,American electrical engineers,American engineer stubs,Cornell University College of Engineering alumni,Howard University faculty,Living people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970s births,Harvard University alumni,Living people,The New York Times writers,Writers from Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Military of Peru,Military ranks by country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000s LGBT-related films,2000s biographical films,2000s crime drama films,2007 films,American LGBT-related films,American biographical films,American crime drama films,American films,Crime films based on actual events,Drama films based on actual events,English-language films,Fictional portrayals of schizophrenia,Films about dysfunctional families,Films produced by Christine Vachon,Films scored by Fernando Velázquez,Films set in France,Films set in London,Films set in New York City,Films set in the 1940s,Films set in the 1950s,Films set in the 1960s,Films set in the 1970s,Films shot in Barcelona,Films shot in France,Films shot in London,Films shot in Spain,French LGBT-related films,French crime films,French drama films,French films,Incest in film,Killer Films films,LGBT-related drama films,Spanish LGBT-related films,Spanish crime films,Spanish drama films,Spanish films,,,,,
Jim Crockett Promotions championships,National Wrestling Alliance championships,Regional professional wrestling championships,Universal Wrestling Federation championships,World Championship Wrestling championships,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921 births,1997 deaths,English puppeteers,Puppeteers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astronomical objects discovered in 1948,Objects with variable star designations,Symbiotic novae,Telescopium (constellation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964 National Football League season by team,1964 in sports in Pennsylvania,Pittsburgh Steelers seasons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flora of Baja California,Flora of California,Malacothamnus,Malveae stubs,Natural history of the California chaparral and woodlands,Natural history of the Peninsular Ranges,San Jacinto Mountains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903 elections in Germany,Elections in the German Empire,Federal elections in Germany,June 1903 events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016 concert tours,Brandy Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959 births,British journalist stubs,British male journalists,Living people,News of the World people,People associated with the News International phone hacking scandal,The Sun (United Kingdom) people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980s American animated television series,1980s American science fiction television series,1980s toys,1985 American television series debuts,1989 American television series endings,Action figures,American animated television programs featuring anthropomorphic characters,American children's animated action television series,American children's animated science fantasy television series,American children's animated space adventure television series,American children's animated superhero television series,Animated television series about cats,Animated television series about extraterrestrial life,English-language television programs,First-run syndicated television programs in the United States,Japanese action television series,Japanese children's television series,Japanese fantasy television series,Japanese science fiction television series,Rankin/Bass Productions television series,Superhero teams,Television programs adapted into comics,Television programs adapted into video games,Television series by Lorimar Television,Television series by Telepictures,Television series by Warner Bros. Television,Television series created by Leonard Starr,Television series created by Tobin Wolf,Television series set on fictional planets,ThunderCats,Toonami,,,,,,,,,,,
2019 in Russia,Progress (spacecraft) missions,Spacecraft launched by Soyuz-2 rockets,Spacecraft launched in 2019,Supply vehicles for the International Space Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle of the Atlantic,Caribbean Sea operations of World War II,Imperial Japanese Navy,Military history of Germany during World War II,Naval battles of World War II involving Australia,Naval battles of World War II involving Canada,Naval battles of World War II involving France,Naval battles of World War II involving Italy,Naval battles of World War II involving Norway,Naval battles of World War II involving the Netherlands,Naval battles of World War II involving the Soviet Union,Naval history of World War II,North Sea operations of World War II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006 in Italian sport,2006 in association football,2006–07 in Italian football,2007 in Italian sport,2007 in association football,Seasons in Italian football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901 births,1988 deaths,Australian rugby league biography stubs,Rugby league players from Sydney,Rugby league wingers,St. George Dragons players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970 births,Association football forwards,Barnsley F.C. players,Clyde F.C. players,Dundee United F.C. players,English Football League players,Heart of Midlothian F.C. players,Inverness Caledonian Thistle F.C. players,Kilmarnock F.C. players,Living people,Luton Town F.C. players,Notts County F.C. players,Preston North End F.C. non-playing staff,Rangers F.C. players,Ross County F.C. players,Scotland international footballers,Scottish Football League players,Scottish Premier League players,Scottish footballers,Sportspeople from Glasgow,,,,,,,,,,,,,,,,,,,,,,
1862 births,1943 deaths,Czech Jews,Czech businesspeople,Czech engineers,Czechoslovak civilians killed in World War II,German Bohemian people,People from Prague-East District,People who died in the Theresienstadt Ghetto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015 deaths,Anglo-Saxon ealdormen,Anglo-Saxon warriors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coin stubs,Economic history of the Ancien Régime,French history stubs,Gold coins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003 American television episodes,The Wire (season 2) episodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annelids,Invertebrate common names,Paraphyletic groups,Soil biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salivary gland neoplasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acoustic guitarists,Fingerstyle guitarists,Italian musicians,Jazz guitarists,Living people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997 ATP Tour,1997 WTA Tour,1997 in Russian sport,Kremlin Cup,November 1997 sports events,October 1997 sports events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002 greatest hits albums,Ace of Base albums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Municipalities in Minas Gerais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civil parishes in Shropshire,Villages in Shropshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Climbing areas of Scotland,Corbetts,Donalds,Dumfries and Galloway geography stubs,Marilyns of Scotland,Mountains and hills of Dumfries and Galloway,Mountains and hills of the Southern Uplands,Scottish sports venue stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wearable devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003 albums,Albums produced by Phoebus (songwriter),Giorgos Mazonakis albums,Heaven Music albums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corixidae stubs,Hemiptera of Europe,Insects described in 1926,Sigara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951 establishments in Germany,Geodesy organizations,Organisations based in Munich,Organizations established in 1951,Research institutes in Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990 births,Association football midfielders,Living people,"Russian football midfielder, 1990 births stubs",Russian footballers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 births,1997 deaths,"Alumni of Lincoln College, Oxford",Free Foresters cricketers,Northampton Saints players,Oxford University RFC players,Oxford University cricketers,People educated at Dulwich College,Rugby union centres,Scotland international rugby union players,Scottish cricketers,Scottish rugby union players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beetles described in 1953,Dytiscidae,Dytiscidae stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009–10 in Scottish football,Seasons in Scottish football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad geography stubs,Populated places in Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980s Australian television miniseries,1981 Australian television series debuts,1981 Australian television series endings,1981 television films,Australian television film stubs,English-language television programs,Films based on Australian novels,World War I television drama series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 in Czech sport,2008 in speedway,Individual Speedway Junior World Championship,Speedway competitions in the Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878 births,1941 deaths,Ambassadors of Chile to the United Kingdom,Candidates for President of Chile,Chilean Ministers of the Interior,Chilean businesspeople,Chilean diplomats,Chilean journalists,Chilean newspaper editors,Chilean people of English descent,Chilean people of Scottish descent,Chilean people of Welsh descent,Chilean politician stubs,Edwards family,Foreign ministers of Chile,Male journalists,Maria Moors Cabot Prize winners,Members of the Chamber of Deputies of Chile,People from Santiago,Presidents of the Assembly of the League of Nations,,,,,,,,,,,,,,,,,,,,,,
1988 in the Nagorno-Karabakh Republic,1988 protests,1989 in the Nagorno-Karabakh Republic,1989 protests,1990 in the Nagorno-Karabakh Republic,1990 protests,1991 in the Nagorno-Karabakh Republic,1991 protests,Armenian nationalism,Armenia–Azerbaijan relations,Dissolution of the Soviet Union,History of the Republic of Artsakh,Irredentism,Nagorno-Karabakh War,Political organisations based in the Republic of Artsakh,Politics of the Republic of Artsakh,Protests in Armenia,Protests in Azerbaijan,Protests in the Soviet Union,,,,,,,,,,,,,,,,,,,,,,,
Bhopal railway division,Madhya Pradesh railway station stubs,Railway stations in Khandwa district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuisine of Oaxaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955 births,Actresses from Los Angeles,Actresses from Texas,American film actresses,American television actresses,Living people,"People from Lumberton, Texas",Playboy Playmates (1970–1979),Playboy Playmates of the Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roud Folk Song Index songs,Scottish folk songs,Scottish nursery rhymes,Songwriter unknown,Year of song unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991 establishments in Uruguay,Media in Montevideo,Newspapers published in Uruguay,Publications established in 1991,South American newspaper stubs,Spanish-language newspapers,Spanish-language websites,Uruguayan company stubs,Uruguayan media stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009 establishments in New Jersey,Educational institutions established in 2009,Islam stubs,Islamic schools in New Jersey,New Jersey school stubs,Private elementary schools in New Jersey,"Private high schools in Hudson County, New Jersey",Private middle schools in New Jersey,"Union City, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand name snack foods,British snack foods,Meat companies,Sausage companies,Unilever brands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913 establishments in Belgium,Annual sporting events in Belgium,Classic cycle races,Cycle races in Belgium,Recurring sporting events established in 1913,Sport in East Flanders,Sport in Flanders,Sport in West Flanders,Spring (season) events in Belgium,Tour of Flanders,UCI ProTour races,UCI Road World Cup races,UCI World Tour races,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20th-century American historians,20th-century American women writers,21st-century American historians,21st-century American women writers,American historian stubs,American women historians,Living people,Princeton University faculty,Yale University alumni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010s in County Durham,2015 English local elections,England election stubs,Hartlepool Borough Council elections,May 2015 events in the United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Ridge Mountains,"Landforms of Page County, Virginia","Landforms of Rappahannock County, Virginia",Mountains of Virginia,Mountains on the Appalachian Trail,Shenandoah National Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992–93 in European ice hockey leagues,1992–93 in German ice hockey,Eishockey-Bundesliga seasons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898 births,1963 deaths,"American baseball pitcher, 1890s births stubs",Baseball players from California,Major League Baseball pitchers,Pittsburgh Pirates players,"Sportspeople from Sacramento, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011 establishments in the United Kingdom,2011 in the European Union,Agencies of the European Union,Banking in the European Union,Canary Wharf,Eurozone,Financial regulatory authorities,Government agencies established in 2011,International organisations based in London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872 births,1947 deaths,20th-century composers,20th-century conductors (music),20th-century male musicians,Honduran composers,Honduran conductors (music),Honduran emigrants to the United States,Honduran people stubs,Male composers,People from El Paraíso Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978 births,Association football midfielders,Biggleswade United F.C. players,Catalan footballers,Catalonia international footballers,Chelsea F.C. players,Deportivo Alavés players,Expatriate footballers in England,Expatriate footballers in France,FC Cartagena footballers,Hércules CF players,La Liga players,Ligue 1 players,Living people,Paris Saint-Germain F.C. players,People from L'Hospitalet de Llobregat,Premier League players,RCD Espanyol B footballers,RCD Espanyol footballers,RC Celta de Vigo players,Real Murcia players,Segunda División B players,Segunda División players,Spain under-21 international footballers,Spain youth international footballers,Spanish expatriate footballers,Spanish expatriate sportspeople in England,Spanish expatriate sportspeople in France,Spanish footballers,,,,,,,,,,,,,
Districts of Oulu,Islands of Finland,Uninhabited islands of Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989 establishments in Finland,Association football clubs established in 1989,Football clubs in Finland,Sport in Espoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Communities in Pictou County, Nova Scotia","Geography of Pictou County, Nova Scotia",Lists of communities in Nova Scotia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977 births,American horror writers,Living people,"Writers from Columbus, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Educational institutions established in 1974,Learning and Skills Beacons,Schools in Cambridge,Sixth form colleges in Cambridgeshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American journalist stubs,American male journalists,American people of Russian-Jewish descent,Jewish American journalists,Living people,Middlebury College alumni,University of Chicago Laboratory Schools alumni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings and structures in Fujairah,Economy of Fujairah,Integrated water and power plants,Natural gas-fired power stations in the United Arab Emirates,Proposed buildings and structures in the United Arab Emirates,Proposed natural gas-fired power stations,United Arab Emirates building and structure stubs,Water supply and sanitation in the United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980s Australian crime television series,1980s Australian drama television series,1981 Australian television series debuts,1981 Australian television series endings,Australian crime television series,Australian drama television series,Australian television programme stubs,English-language television programs,Network Ten shows,Television series produced by The Reg Grundy Organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980s album stubs,1981 live albums,Al Green albums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 films,American silent feature films,Silent film stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913 paintings,Paintings by Giorgio de Chirico,Paintings depicting Greek myths,Paintings of the Metropolitan Museum of Art,United States museum stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
